type,value
variable 1,0.814331625152238
variable 1,0.698428895318392
variable 1,0.25129851505021
variable 1,0.849758472486651
variable 1,0.694852873523169
variable 1,0.611186309883227
variable 1,-1.43459272198634
variable 1,0.128785789005622
variable 1,0.495702024060098
variable 1,2.51074916442246
variable 1,-0.482248626663133
variable 1,-0.134069112613607
variable 1,-1.36806029998031
variable 1,0.702598961836526
variable 1,0.258910599880245
variable 1,0.589391094903451
variable 1,0.0262642512813902
variable 1,1.13057339639464
variable 1,1.07910189654172
variable 1,-2.43881479019546
variable 1,-0.746997308205242
variable 1,1.69230881949704
variable 1,-1.33320573274152
variable 1,1.48476385353151
variable 1,-1.09199484626742
variable 1,-0.818443438104646
variable 1,-1.04895555200285
variable 1,-0.593275958365904
variable 1,-0.900608699746879
variable 1,0.718550122114772
variable 1,0.244267142541887
variable 1,0.216210791381863
variable 1,1.06260829549735
variable 1,0.801209126774246
variable 1,1.09516318167776
variable 1,0.135512951152735
variable 1,-0.536360170526738
variable 1,-0.00218844256893489
variable 1,-0.377929201983968
variable 1,0.20941041943815
variable 1,-0.0567085388024048
variable 1,1.10412186996891
variable 1,0.668775407739912
variable 1,0.549229919378919
variable 1,0.240744899907173
variable 1,-0.503621584518574
variable 1,-0.533704367472546
variable 1,0.975936890217842
variable 1,0.154360662715599
variable 1,-0.356990401961095
variable 1,0.200014957558072
variable 1,-2.17716931519937
variable 1,1.14559785431086
variable 1,-0.55314812603638
variable 1,0.269782269015066
variable 1,0.127354472049115
variable 1,0.708799516797812
variable 1,-0.307474146117214
variable 1,1.34567340237831
variable 1,0.787033757610007
variable 1,-0.49120928241567
variable 1,-1.65291848583832
variable 1,0.0233363815704592
variable 1,0.767319688217159
variable 1,-0.381012428642754
variable 1,-0.472108130875811
variable 1,0.75743175335856
variable 1,-0.653822070610848
variable 1,1.31219981094986
variable 1,-1.89101612848005
variable 1,-0.478066276256009
variable 1,1.95236405088342
variable 1,-0.39876917881868
variable 1,-2.03730131384219
variable 1,-0.419577516260083
variable 1,0.466747718339508
variable 1,-0.325162541522102
variable 1,-0.240425898522446
variable 1,1.64225638104815
variable 1,-0.590470884454383
variable 1,1.54499841246943
variable 1,0.919376076795626
variable 1,-0.946235577475321
variable 1,1.98750364846889
variable 1,-0.104496120975884
variable 1,0.211523205021308
variable 1,-0.506471754617422
variable 1,-0.683457028553245
variable 1,-0.600409090977575
variable 1,-0.83648334445122
variable 1,-0.139671172557107
variable 1,0.438545833301776
variable 1,0.140162903399619
variable 1,-1.20110911068291
variable 1,-1.77708359932295
variable 1,0.111208157579262
variable 1,-0.0773322337300189
variable 1,-0.148505450939909
variable 1,-0.379423118934028
variable 1,0.343555461976724
variable 1,1.09949938549779
variable 1,-1.27348100606617
variable 1,-1.19223807489702
variable 1,1.87153444150842
variable 1,1.19449311514391
variable 1,0.722523091147097
variable 1,-0.0318172221236906
variable 1,-0.198589072731269
variable 1,-1.06061982310181
variable 1,0.141612140858491
variable 1,-0.943999295373735
variable 1,-0.161573962089914
variable 1,2.64634769294747
variable 1,1.48262949746228
variable 1,-0.338623512664429
variable 1,1.22089613261726
variable 1,-0.634293086122909
variable 1,0.442385291552865
variable 1,-0.298724171135196
variable 1,1.05510687193814
variable 1,1.2281328615261
variable 1,0.656463265121104
variable 1,0.360115698736818
variable 1,-2.1735844979327
variable 1,-1.50590458762652
variable 1,-0.837406317114121
variable 1,0.0516485842107923
variable 1,1.30960492954656
variable 1,-0.271783667392857
variable 1,1.07046070117244
variable 1,0.675448791980992
variable 1,1.58832986836535
variable 1,1.85995824757993
variable 1,-0.0863002769898336
variable 1,-1.39052097211725
variable 1,-0.452286269709715
variable 1,0.564328426881463
variable 1,-0.416085258025054
variable 1,0.772625964816034
variable 1,-1.23951613057692
variable 1,-1.65937409466501
variable 1,1.23551059139762
variable 1,-0.478167300649581
variable 1,1.56143040977733
variable 1,0.864999613288115
variable 1,0.204634205971248
variable 1,0.286373323932789
variable 1,-2.07569973399254
variable 1,0.719118425624412
variable 1,2.48088605848923
variable 1,-0.678755631723779
variable 1,-1.23912416738401
variable 1,0.0565469153540672
variable 1,-1.28167314550816
variable 1,0.594029495624233
variable 1,-0.598419552540801
variable 1,-1.20562589909205
variable 1,0.452490129170124
variable 1,-0.620200319430699
variable 1,-1.95018601323985
variable 1,-1.17105017974242
variable 1,0.0843009018294492
variable 1,-1.3902269852843
variable 1,0.30907773078812
variable 1,0.155271656300751
variable 1,-0.292616056630591
variable 1,0.30181096859034
variable 1,-0.0372201896753214
variable 1,0.358217778065714
variable 1,-0.307952851072267
variable 1,-0.515550867943546
variable 1,0.340734245577699
variable 1,-1.45449692848265
variable 1,2.01506591609875
variable 1,2.36851476754157
variable 1,0.67349841590729
variable 1,0.395597110481871
variable 1,1.2544127064985
variable 1,1.30817302720366
variable 1,-0.257135171895442
variable 1,-1.25540735486299
variable 1,0.827899047339341
variable 1,0.619205004983409
variable 1,2.34232223209564
variable 1,0.130147101490965
variable 1,0.397062732412453
variable 1,1.05808598734961
variable 1,-0.461205296811059
variable 1,-1.48514533302868
variable 1,1.92745573885298
variable 1,0.99330567296386
variable 1,1.65300452265034
variable 1,-0.42850566181871
variable 1,-2.01422486527963
variable 1,0.598436981843468
variable 1,1.8901078443881
variable 1,1.23419978317447
variable 1,-1.81894481658391
variable 1,0.932209241294651
variable 1,0.31388858812648
variable 1,-1.4356775794975
variable 1,-0.287092157131634
variable 1,1.37398803182363
variable 1,1.37696098745949
variable 1,-0.857054033101197
variable 1,0.476170700260757
variable 1,-0.179819111767417
variable 1,-1.3592352253486
variable 1,-1.35080555511003
variable 1,-1.11446613141611
variable 1,1.63533858296185
variable 1,0.751479016710911
variable 1,-0.723091269122939
variable 1,0.122740086396294
variable 1,1.22830402380792
variable 1,-0.521883896854516
variable 1,-1.49736107004879
variable 1,-0.889470837281296
variable 1,-0.56091862262184
variable 1,0.210800631548912
variable 1,0.716279387716621
variable 1,-0.415651237478095
variable 1,-0.953698329025762
variable 1,1.31934752015253
variable 1,-0.0619696421617973
variable 1,1.34313619939034
variable 1,-0.292932505314644
variable 1,0.110486398224234
variable 1,-0.34385836949526
variable 1,-1.40606275705706
variable 1,1.42495180326693
variable 1,0.228682860675508
variable 1,-0.121139545225128
variable 1,2.08623124339571
variable 1,-0.93244485233178
variable 1,0.835049428740539
variable 1,2.86665648837723
variable 1,-0.72717636534863
variable 1,1.04404071930327
variable 1,-0.81284179301742
variable 1,-0.961741013428974
variable 1,0.340739442985552
variable 1,-1.07843520059911
variable 1,0.992115397180361
variable 1,0.101196777411518
variable 1,1.31504183639461
variable 1,0.262679742336339
variable 1,-0.848042449282639
variable 1,-0.822011786339723
variable 1,-2.75671593356607
variable 1,0.235086108349832
variable 1,-1.75744239240497
variable 1,1.53667150788009
variable 1,0.615300868673721
variable 1,2.47125825466308
variable 1,2.85988571444325
variable 1,-1.4853248148956
variable 1,1.19674661675338
variable 1,0.340910688229329
variable 1,-1.16004620026345
variable 1,-0.643644201929467
variable 1,-1.2792654454047
variable 1,0.378906748744274
variable 1,0.0831542434082756
variable 1,0.0412592987609482
variable 1,-0.472557573670961
variable 1,-0.495112648340786
variable 1,-2.88788351932443
variable 1,-0.468857292384786
variable 1,0.380633087147368
variable 1,-1.11131853725848
variable 1,1.46480932606847
variable 1,0.873771613027574
variable 1,-0.951421857667963
variable 1,0.448073368615977
variable 1,-0.0454679686054943
variable 1,-0.642674811717771
variable 1,-1.28721823786927
variable 1,0.926392065335381
variable 1,0.261795805515844
variable 1,-1.24168885477745
variable 1,0.21446312666819
variable 1,1.61653274558845
variable 1,0.0105465198606492
variable 1,-0.283020399521008
variable 1,-0.895316609851309
variable 1,1.67761510926703
variable 1,-0.777270547486444
variable 1,-1.12809846823464
variable 1,2.00245036025985
variable 1,-0.361331264603911
variable 1,-0.0950489381093848
variable 1,-0.149432673544347
variable 1,0.183817004924402
variable 1,0.35328238837331
variable 1,-0.747645699579441
variable 1,1.12647074668127
variable 1,-1.14831472736523
variable 1,-1.35632307540433
variable 1,0.845581187678951
variable 1,-0.424235251570954
variable 1,1.38701473870691
variable 1,0.810573052431407
variable 1,0.759959788074483
variable 1,-0.399035632394402
variable 1,0.679693002668364
variable 1,-1.29446281313636
variable 1,0.982098324007749
variable 1,0.532587244020208
variable 1,1.07700058702766
variable 1,1.4132554422486
variable 1,0.811880317757234
variable 1,-0.527932508875404
variable 1,-1.14808214077555
variable 1,-0.67039696053621
variable 1,1.07534322864821
variable 1,-0.28494457742136
variable 1,0.632440305933603
variable 1,-1.91727675574744
variable 1,0.564183890368849
variable 1,-0.151407118526608
variable 1,-1.484108730742
variable 1,-0.447659228581837
variable 1,-0.780923166975598
variable 1,-0.312472816348511
variable 1,-0.776090057082163
variable 1,-0.18597282869414
variable 1,0.608726945996968
variable 1,1.0196725829307
variable 1,0.749180941324865
variable 1,0.262663865487365
variable 1,0.74598713375227
variable 1,-0.551706118843498
variable 1,-0.261392814349022
variable 1,0.391510520629434
variable 1,-1.41746892521068
variable 1,0.494105309056791
variable 1,0.536431780823202
variable 1,0.602106740681958
variable 1,-0.572206682586419
variable 1,0.82133402831883
variable 1,-1.59228521022665
variable 1,0.0141782772878216
variable 1,0.275205224963036
variable 1,-0.387743049316094
variable 1,0.133971888298983
variable 1,1.00878094378271
variable 1,-0.55806241164559
variable 1,-0.547623278823479
variable 1,0.0140375791838019
variable 1,2.08514166700316
variable 1,0.160326240239758
variable 1,-1.81241749919008
variable 1,-0.207021445650255
variable 1,1.92060782910034
variable 1,0.0752804246881621
variable 1,-1.24890832599232
variable 1,-0.220720796570181
variable 1,-0.0586963988096726
variable 1,0.460375199277795
variable 1,-0.656008596961268
variable 1,0.532151536378986
variable 1,-0.908602729129699
variable 1,0.717314345337335
variable 1,0.121007155382388
variable 1,-0.599600153817115
variable 1,0.451207497985254
variable 1,0.152174806807856
variable 1,0.209477124455222
variable 1,0.433992298889997
variable 1,-1.29089825799811
variable 1,-1.61163354085241
variable 1,2.08165272658594
variable 1,0.4935829415854
variable 1,2.15458344191751
variable 1,-1.25936024020768
variable 1,-0.874885908813823
variable 1,-1.38024174499362
variable 1,-0.405261328006398
variable 1,-0.509524596850097
variable 1,0.200324931607767
variable 1,1.62460098386898
variable 1,-0.503163284522945
variable 1,1.64687056476687
variable 1,-0.203664326940486
variable 1,1.16978556881425
variable 1,0.766104389661304
variable 1,-0.61405372366008
variable 1,0.521655228249976
variable 1,0.163530849820609
variable 1,-0.570806046478196
variable 1,0.497586868863842
variable 1,-1.18605315375422
variable 1,-1.20470400038851
variable 1,0.471154740579346
variable 1,-0.687473102364755
variable 1,-0.340944155257588
variable 1,-0.98009351021655
variable 1,-0.14274727304765
variable 1,-0.780563371064499
variable 1,0.590776402230727
variable 1,1.40775365437373
variable 1,-1.01823561912732
variable 1,1.8327390408009
variable 1,-0.857368193176295
variable 1,-0.438374179570676
variable 1,-0.57770687043757
variable 1,0.53823824340867
variable 1,-0.032656742322889
variable 1,-0.874452528948422
variable 1,-1.04599109604584
variable 1,0.420121618471219
variable 1,1.42648262064021
variable 1,-0.223177397316805
variable 1,-0.824705632573846
variable 1,0.30858774332699
variable 1,0.632073728586436
variable 1,0.913149902773845
variable 1,-0.615007524393076
variable 1,0.877215363427896
variable 1,0.516916838469275
variable 1,1.01725928405555
variable 1,-0.592963645134916
variable 1,-0.22965495457479
variable 1,1.67864125428678
variable 1,-0.129492938122675
variable 1,0.262188493064098
variable 1,-1.33080420694815
variable 1,-0.0219829524008097
variable 1,0.912671934572519
variable 1,0.50141783677902
variable 1,0.326457529101651
variable 1,0.347999952656108
variable 1,-0.285975684354228
variable 1,-0.529904461495489
variable 1,0.323035439718
variable 1,-0.832443603629278
variable 1,0.431754199751727
variable 1,0.905228758240486
variable 1,-1.02822021066921
variable 1,-1.86431415852055
variable 1,0.495288341561458
variable 1,-0.0801250897344454
variable 1,0.133082658406885
variable 1,-0.453803617207271
variable 1,-1.03876183554865
variable 1,-0.318517743918652
variable 1,0.138228825192388
variable 1,-1.24246264214053
variable 1,-1.70506782857474
variable 1,0.141844370509377
variable 1,-1.27275008942505
variable 1,-0.0434924843026766
variable 1,-0.91906068691175
variable 1,-0.886769575532302
variable 1,0.782037234707943
variable 1,1.8598697914717
variable 1,-0.216010798086449
variable 1,1.10322668112569
variable 1,0.341739822127313
variable 1,-1.17783802369831
variable 1,0.408162357825023
variable 1,0.63251581343465
variable 1,1.24235231214653
variable 1,-0.571712429658314
variable 1,-1.86990003425807
variable 1,-0.164041800434492
variable 1,-2.17624169623109
variable 1,1.82493086303235
variable 1,1.22478770629731
variable 1,1.81092080526663
variable 1,0.685270504768254
variable 1,-0.547620279231571
variable 1,0.142845528110485
variable 1,1.6087439934666
variable 1,-0.410793412530354
variable 1,0.961333960175801
variable 1,-1.05036510186733
variable 1,-0.808299080460989
variable 1,0.653763552651453
variable 1,0.353629614875469
variable 1,2.4781302607924
variable 1,-0.164991845052828
variable 1,0.382542070822413
variable 1,-1.09023566558401
variable 1,1.23532342894693
variable 1,1.55542359199315
variable 1,0.24759410248237
variable 1,1.39757641355161
variable 1,-0.724537548865583
variable 1,-0.87375117672738
variable 1,0.227340031753763
variable 1,1.81781928723273
variable 1,-0.240400424992919
variable 1,-0.660260746017571
variable 1,1.07873366713949
variable 1,-1.45929980170279
variable 1,0.842837768030142
variable 1,-1.0843440245915
variable 1,-0.148834433609813
variable 1,-1.46844259986115
variable 1,1.33260587436836
variable 1,0.51484887569917
variable 1,1.24231879601992
variable 1,0.225283424471205
variable 1,1.91877581151417
variable 1,1.76309688897762
variable 1,-2.32918670890843
variable 1,0.221417716169295
variable 1,-0.412521716374191
variable 1,-0.482495551775325
variable 1,-1.49940547501053
variable 1,-0.046260592822585
variable 1,1.72812501185015
variable 1,0.649691569628414
variable 1,0.369680074933985
variable 1,-1.87196622888645
variable 1,-0.260933043881513
variable 1,-0.615227665157141
variable 1,-0.331154076232479
variable 1,1.21057189019311
variable 1,-0.576355799624985
variable 1,-0.98375374366599
variable 1,0.0569107971511641
variable 1,0.0683031784636413
variable 1,-0.0797434408958469
variable 1,0.0974688288292297
variable 1,-1.05549186426937
variable 1,-2.1251322044854
variable 1,1.31893092063992
variable 1,0.593337633390877
variable 1,1.16232701720332
variable 1,1.18194029077801
variable 1,1.11755593481262
variable 1,0.867270654334035
variable 1,-0.412088909216928
variable 1,-0.877085117231653
variable 1,0.352550856342501
variable 1,1.0461877168671
variable 1,-0.184984158842206
variable 1,0.850192735236842
variable 1,-0.165300513829091
variable 1,0.971286820358688
variable 1,0.085894266391598
variable 1,-1.74454895398468
variable 1,2.39945642594414
variable 1,-6.11747406349804e-05
variable 1,-0.0816608750454089
variable 1,-1.66227487093112
variable 1,-1.57216998319334
variable 1,-0.410901470624614
variable 1,-1.07355170717043
variable 1,0.470081101287491
variable 1,-1.25894797990535
variable 1,-0.303300735224903
variable 1,-3.26402378242533
variable 1,1.20767932026504
variable 1,1.20954005262099
variable 1,-1.66679640838004
variable 1,0.638225235620041
variable 1,0.796098327177592
variable 1,-0.268470584446244
variable 1,-0.594943615070936
variable 1,-0.918766799234585
variable 1,-1.08782028845848
variable 1,0.129658122519403
variable 1,0.486383501607885
variable 1,-0.213078610803258
variable 1,0.362871929076757
variable 1,-1.25066423826388
variable 1,0.251364121086521
variable 1,0.220617231779298
variable 1,-2.11066592166223
variable 1,0.421331802325743
variable 1,-0.484780208073652
variable 1,1.70044400704093
variable 1,2.35512807436571
variable 1,-1.25397625868407
variable 1,-0.503285062829127
variable 1,0.436976296248792
variable 1,0.615523526744162
variable 1,0.138728714406229
variable 1,1.14475993711051
variable 1,-0.950579961225688
variable 1,0.473700263937331
variable 1,2.28546032597365
variable 1,0.0503286910416296
variable 1,1.51349622017072
variable 1,-0.0141290927753844
variable 1,-0.546444985722314
variable 1,-0.00845901408276695
variable 1,-1.45594264191826
variable 1,-0.424389887041976
variable 1,-0.357267062061069
variable 1,0.0979987960465006
variable 1,-0.383695677476418
variable 1,0.81112004184662
variable 1,-1.23221509344734
variable 1,1.01753093793033
variable 1,-0.499592088573252
variable 1,1.22352371088843
variable 1,-0.129659566392772
variable 1,-0.279517027704935
variable 1,-0.577580236771149
variable 1,0.832641295963345
variable 1,-0.664285541727547
variable 1,1.22392595347933
variable 1,1.2944878237605
variable 1,-0.269668690297391
variable 1,1.49823284538012
variable 1,-1.0932957727146
variable 1,-0.837536360650845
variable 1,-0.850635128077276
variable 1,-1.24808813926818
variable 1,-0.778730461920734
variable 1,-0.666522484845759
variable 1,0.635452586113947
variable 1,-0.479578977429342
variable 1,-1.06251645715651
variable 1,-1.86311900688074
variable 1,0.395935082114742
variable 2,1.92715703780071
variable 2,3.01175005106708
variable 2,2.29286470737091
variable 2,4.16520266886014
variable 2,3.77175941579828
variable 2,4.56319387998927
variable 2,4.44265981147223
variable 2,3.85872271791127
variable 2,2.92021671051106
variable 2,3.66899028801479
variable 2,4.05029835156948
variable 2,2.77504697141501
variable 2,2.91900477750825
variable 2,5.41824782623836
variable 2,2.96720990465816
variable 2,5.52539120872203
variable 2,2.82879641058106
variable 2,3.94364775876168
variable 2,3.30672778292722
variable 2,6.19769792272544
variable 2,5.11232219557474
variable 2,2.19884961773764
variable 2,4.63162616941453
variable 2,5.0611413779667
variable 2,4.98652198716552
variable 2,5.00122090079423
variable 2,3.36454880002254
variable 2,4.53607212488818
variable 2,4.58655741660547
variable 2,5.12514456799041
variable 2,4.52282041586771
variable 2,3.95900361866147
variable 2,5.29854589869785
variable 2,3.18425198999098
variable 2,6.11050670087703
