"outcome2","exposure2","HR"
"Organic disorders","Exposed to Mood disorders",6.58543307547972
"Organic disorders","Exposed to Mood disorders",4.51194759705305
"Organic disorders","Exposed to Mood disorders",6.44267289618526
"Organic disorders","Exposed to Mood disorders",3.57459649055188
"Organic disorders","Exposed to Mood disorders",5.24625558376698
"Organic disorders","Exposed to Mood disorders",3.1429470163327
"Organic disorders","Exposed to Mood disorders",4.69479852938309
"Organic disorders","Exposed to Mood disorders",2.61222448123181
"Organic disorders","Exposed to Mood disorders",3.50628159044196
"Organic disorders","Exposed to Mood disorders",7.32617315676971
"Organic disorders","Exposed to Mood disorders",5.25893955020812
"Organic disorders","Exposed to Mood disorders",5.25631336584694
"Organic disorders","Exposed to Mood disorders",52.9578545475994
"Organic disorders","Exposed to Mood disorders",69.2376091627519
"Organic disorders","Exposed to Mood disorders",6.75478944039258
"Organic disorders","Exposed to Mood disorders",8.87508311155602
"Organic disorders","Exposed to Mood disorders",7.20950504113963
"Organic disorders","Exposed to Mood disorders",5.47090089328575
"Organic disorders","Exposed to Mood disorders",5.35980824898665
"Organic disorders","Exposed to Mood disorders",4.02539804842714
"Organic disorders","Exposed to Mood disorders",4.05264842703935
"Organic disorders","Exposed to Mood disorders",2.95887846625184
"Organic disorders","Exposed to Mood disorders",2.65439333625915
"Organic disorders","Exposed to Mood disorders",3.75192371832324
"Organic disorders","Exposed to Mood disorders",2.41433582843929
"Organic disorders","Exposed to Mood disorders",3.160582354442
"Organic disorders","Exposed to Mood disorders",5.6988807733067
"Organic disorders","Exposed to Mood disorders",4.29312755017707
"Organic disorders","Exposed to Mood disorders",4.28308395347666
"Organic disorders","Exposed to Mood disorders",62.2717517492101
"Organic disorders","Exposed to Mood disorders",49.029423623224
"Organic disorders","Exposed to Mood disorders",7.19881766972889
"Organic disorders","Exposed to Mood disorders",5.64602919084795
"Organic disorders","Exposed to Mood disorders",6.25824816436663
"Organic disorders","Exposed to Mood disorders",4.90613910749925
"Organic disorders","Exposed to Mood disorders",3.78198422819933
"Organic disorders","Exposed to Mood disorders",4.85725760577417
"Organic disorders","Exposed to Mood disorders",2.67292350743443
"Organic disorders","Exposed to Mood disorders",3.53850846221361
"Organic disorders","Exposed to Mood disorders",3.34996031668117
"Organic disorders","Exposed to Mood disorders",2.43508189886563
"Organic disorders","Exposed to Mood disorders",2.32935715414091
"Organic disorders","Exposed to Mood disorders",3.01242860816042
"Organic disorders","Exposed to Mood disorders",5.01791144339727
"Organic disorders","Exposed to Mood disorders",3.85643854179428
"Organic disorders","Exposed to Mood disorders",3.86968341969808
"Organic disorders","Exposed to Neurotic disorders",60.2156027122666
"Organic disorders","Exposed to Neurotic disorders",31.3216765693121
"Organic disorders","Exposed to Neurotic disorders",6.12062000867567
"Organic disorders","Exposed to Neurotic disorders",11.7921151441714
"Organic disorders","Exposed to Neurotic disorders",4.58472671597158
"Organic disorders","Exposed to Neurotic disorders",8.83524733246931
"Organic disorders","Exposed to Neurotic disorders",3.54956620412622
"Organic disorders","Exposed to Neurotic disorders",6.91098932175817
"Organic disorders","Exposed to Neurotic disorders",5.88106342411695
"Organic disorders","Exposed to Neurotic disorders",3.00047797206784
"Organic disorders","Exposed to Neurotic disorders",5.13502031728122
"Organic disorders","Exposed to Neurotic disorders",2.71487135715508
"Organic disorders","Exposed to Neurotic disorders",3.02291198422603
"Organic disorders","Exposed to Neurotic disorders",2.01304250160682
"Organic disorders","Exposed to Neurotic disorders",6.1776973194162
"Organic disorders","Exposed to Neurotic disorders",3.57716254158249
"Organic disorders","Exposed to Neurotic disorders",3.59707350647665
"Organic disorders","Exposed to Neurotic disorders",24.0098076750721
"Organic disorders","Exposed to Neurotic disorders",44.9164950349765
"Organic disorders","Exposed to Neurotic disorders",8.427860973348
"Organic disorders","Exposed to Neurotic disorders",4.47767572314726
"Organic disorders","Exposed to Neurotic disorders",6.51475106284814
"Organic disorders","Exposed to Neurotic disorders",3.46408386202966
"Organic disorders","Exposed to Neurotic disorders",5.31553943718816
"Organic disorders","Exposed to Neurotic disorders",2.83226713864389
"Organic disorders","Exposed to Neurotic disorders",2.28646665366199
"Organic disorders","Exposed to Neurotic disorders",4.2637182149251
"Organic disorders","Exposed to Neurotic disorders",3.8326911247806
"Organic disorders","Exposed to Neurotic disorders",2.13701451810712
"Organic disorders","Exposed to Neurotic disorders",1.85707540989895
"Organic disorders","Exposed to Neurotic disorders",2.60918188976271
"Organic disorders","Exposed to Neurotic disorders",4.44345532440292
"Organic disorders","Exposed to Neurotic disorders",2.74722277119267
"Organic disorders","Exposed to Neurotic disorders",2.75498390367058
"Organic disorders","Exposed to Neurotic disorders",19.8888445664592
"Organic disorders","Exposed to Neurotic disorders",36.5567811585238
"Organic disorders","Exposed to Neurotic disorders",3.58489254463552
"Organic disorders","Exposed to Neurotic disorders",6.64677516863236
"Organic disorders","Exposed to Neurotic disorders",5.30902764084141
"Organic disorders","Exposed to Neurotic disorders",2.86692922352779
"Organic disorders","Exposed to Neurotic disorders",4.52790835012835
"Organic disorders","Exposed to Neurotic disorders",2.46434947992777
"Organic disorders","Exposed to Neurotic disorders",1.94811938640902
"Organic disorders","Exposed to Neurotic disorders",3.53841398529894
"Organic disorders","Exposed to Neurotic disorders",3.26903161876407
"Organic disorders","Exposed to Neurotic disorders",1.87343748375018
"Organic disorders","Exposed to Neurotic disorders",1.79066122306102
"Organic disorders","Exposed to Neurotic disorders",2.44774849401727
"Organic disorders","Exposed to Neurotic disorders",3.72930578607444
"Organic disorders","Exposed to Neurotic disorders",2.38503054169393
"Organic disorders","Exposed to Neurotic disorders",2.38165722882219
"Organic disorders","Exposed to Eating disorders",7.18276567214766
"Organic disorders","Exposed to Eating disorders",2.59736261149129
"Organic disorders","Exposed to Eating disorders",2.92761090607704
"Organic disorders","Exposed to Eating disorders",33.1522238882456
"Organic disorders","Exposed to Eating disorders",11.3269597187838
"Organic disorders","Exposed to Eating disorders",13.3800621542573
"Organic disorders","Exposed to Eating disorders",4.58081486306318
"Organic disorders","Exposed to Eating disorders",5.00014493993022
"Organic disorders","Exposed to Eating disorders",1.75985721866383
"Organic disorders","Exposed to Eating disorders",2.41933565559743
"Organic disorders","Exposed to Eating disorders",6.26932316091154
"Organic disorders","Exposed to Eating disorders",4.25117493489916
"Organic disorders","Exposed to Eating disorders",2.05024738196695
"Organic disorders","Exposed to Eating disorders",2.41374694718606
"Organic disorders","Exposed to Eating disorders",1.56450690864888
"Organic disorders","Exposed to Eating disorders",3.48363991588723
"Organic disorders","Exposed to Eating disorders",2.47817836491217
"Organic disorders","Exposed to Eating disorders",2.45520411412466
"Organic disorders","Exposed to Eating disorders",2.52694837794517
"Organic disorders","Exposed to Eating disorders",4.26331701791769
"Organic disorders","Exposed to Eating disorders",11.5920115338327
"Organic disorders","Exposed to Eating disorders",32.9411586931302
"Organic disorders","Exposed to Eating disorders",3.86053664107991
"Organic disorders","Exposed to Eating disorders",10.9625015599825
"Organic disorders","Exposed to Eating disorders",1.96149025790595
"Organic disorders","Exposed to Eating disorders",5.42433331157976
"Organic disorders","Exposed to Eating disorders",6.81059916905773
"Organic disorders","Exposed to Eating disorders",2.74734667373363
"Organic disorders","Exposed to Eating disorders",1.98120897142498
"Organic disorders","Exposed to Eating disorders",3.92595133417777
"Organic disorders","Exposed to Eating disorders",2.01533624007255
"Organic disorders","Exposed to Eating disorders",1.34222060461664
"Organic disorders","Exposed to Eating disorders",2.43783005036172
"Organic disorders","Exposed to Eating disorders",3.44586272062212
"Organic disorders","Exposed to Eating disorders",4.10001609781953
"Organic disorders","Exposed to Eating disorders",2.52031272236342
"Organic disorders","Exposed to Eating disorders",2.41700792361249
"Organic disorders","Exposed to Personality disorders",71.2571026146423
"Organic disorders","Exposed to Personality disorders",21.2994574380727
"Organic disorders","Exposed to Personality disorders",19.8077901055968
"Organic disorders","Exposed to Personality disorders",6.01985636860269
"Organic disorders","Exposed to Personality disorders",16.0597429052489
"Organic disorders","Exposed to Personality disorders",4.90567353698962
"Organic disorders","Exposed to Personality disorders",3.08518030082115
"Organic disorders","Exposed to Personality disorders",9.85728918217259
"Organic disorders","Exposed to Personality disorders",8.81405846856985
"Organic disorders","Exposed to Personality disorders",2.91231034740263
"Organic disorders","Exposed to Personality disorders",2.92137471996562
"Organic disorders","Exposed to Personality disorders",7.8733048153756
"Organic disorders","Exposed to Personality disorders",3.30194305585683
"Organic disorders","Exposed to Personality disorders",1.88811538350403
"Organic disorders","Exposed to Personality disorders",4.52417346138486
"Organic disorders","Exposed to Personality disorders",2.29380513594257
"Organic disorders","Exposed to Personality disorders",2.31348665261277
"Organic disorders","Exposed to Personality disorders",17.5324824424561
"Organic disorders","Exposed to Personality disorders",53.4650623290725
"Organic disorders","Exposed to Personality disorders",4.21578241263114
"Organic disorders","Exposed to Personality disorders",12.80391905199
"Organic disorders","Exposed to Personality disorders",3.73057471173488
"Organic disorders","Exposed to Personality disorders",11.2693821047967
"Organic disorders","Exposed to Personality disorders",6.80924263281875
"Organic disorders","Exposed to Personality disorders",2.31201146567541
"Organic disorders","Exposed to Personality disorders",6.01623892027254
"Organic disorders","Exposed to Personality disorders",2.14883189533316
"Organic disorders","Exposed to Personality disorders",2.08299549597806
"Organic disorders","Exposed to Personality disorders",5.2354866455896
"Organic disorders","Exposed to Personality disorders",1.64302957581862
"Organic disorders","Exposed to Personality disorders",2.8176249111885
"Organic disorders","Exposed to Personality disorders",1.88836151538557
"Organic disorders","Exposed to Personality disorders",1.88131012662315
"Organic disorders","Exposed to Personality disorders",3.57816536078144
"Organic disorders","Exposed to Personality disorders",45.4725069285608
"Organic disorders","Exposed to Personality disorders",15.6098339959109
"Organic disorders","Exposed to Personality disorders",3.29865002024438
"Organic disorders","Exposed to Personality disorders",9.63000552945096
"Organic disorders","Exposed to Personality disorders",9.14552053136103
"Organic disorders","Exposed to Personality disorders",3.14747706445136
"Organic disorders","Exposed to Personality disorders",5.44667210917618
"Organic disorders","Exposed to Personality disorders",1.92378561630833
"Organic disorders","Exposed to Personality disorders",1.76936585786819
"Organic disorders","Exposed to Personality disorders",4.7699374900354
"Organic disorders","Exposed to Personality disorders",1.70301714643434
"Organic disorders","Exposed to Personality disorders",4.14778517911939
"Organic disorders","Exposed to Personality disorders",1.52859499563678
"Organic disorders","Exposed to Personality disorders",2.59379747903642
"Organic disorders","Exposed to Personality disorders",3.14923101244081
"Organic disorders","Exposed to Personality disorders",1.68616152724575
"Organic disorders","Exposed to Personality disorders",1.68857628672905
"Organic disorders","Exposed to Intellectual Disabilities",397.173812604977
"Organic disorders","Exposed to Intellectual Disabilities",205.003468805974
"Organic disorders","Exposed to Intellectual Disabilities",16.5521731274889
"Organic disorders","Exposed to Intellectual Disabilities",31.8367664627217
"Organic disorders","Exposed to Intellectual Disabilities",7.92612210280741
"Organic disorders","Exposed to Intellectual Disabilities",15.4800484809346
"Organic disorders","Exposed to Intellectual Disabilities",7.64501345994391
"Organic disorders","Exposed to Intellectual Disabilities",15.3292213648673
"Organic disorders","Exposed to Intellectual Disabilities",18.7492096588496
"Organic disorders","Exposed to Intellectual Disabilities",9.23496293400552
"Organic disorders","Exposed to Intellectual Disabilities",8.01174748333719
"Organic disorders","Exposed to Intellectual Disabilities",16.7014710104235
"Organic disorders","Exposed to Intellectual Disabilities",7.11755665431511
"Organic disorders","Exposed to Intellectual Disabilities",12.4854741427123
"Organic disorders","Exposed to Intellectual Disabilities",24.1534469315863
"Organic disorders","Exposed to Intellectual Disabilities",12.3440738783098
"Organic disorders","Exposed to Intellectual Disabilities",12.5122541988396
"Organic disorders","Exposed to Intellectual Disabilities",171.112562469484
"Organic disorders","Exposed to Intellectual Disabilities",329.94220408978
"Organic disorders","Exposed to Intellectual Disabilities",23.1347542530306
"Organic disorders","Exposed to Intellectual Disabilities",12.0231529095733
"Organic disorders","Exposed to Intellectual Disabilities",14.3762738728661
"Organic disorders","Exposed to Intellectual Disabilities",7.3372433009213
"Organic disorders","Exposed to Intellectual Disabilities",14.4869537060033
"Organic disorders","Exposed to Intellectual Disabilities",7.11256259416988
"Organic disorders","Exposed to Intellectual Disabilities",15.5298021931557
"Organic disorders","Exposed to Intellectual Disabilities",7.40902165331928
"Organic disorders","Exposed to Intellectual Disabilities",15.1889790140433
"Organic disorders","Exposed to Intellectual Disabilities",7.12683331196916
"Organic disorders","Exposed to Intellectual Disabilities",10.2861301459532
"Organic disorders","Exposed to Intellectual Disabilities",6.10562208502225
"Organic disorders","Exposed to Intellectual Disabilities",10.6545038556103
"Organic disorders","Exposed to Intellectual Disabilities",10.3228408671909
"Organic disorders","Exposed to Intellectual Disabilities",20.4752962807349
"Organic disorders","Exposed to Intellectual Disabilities",144.4240841076
"Organic disorders","Exposed to Intellectual Disabilities",277.11453375825
"Organic disorders","Exposed to Intellectual Disabilities",8.40345810248471
"Organic disorders","Exposed to Intellectual Disabilities",16.1559467224278
"Organic disorders","Exposed to Intellectual Disabilities",13.4727900549256
"Organic disorders","Exposed to Intellectual Disabilities",6.86614216175798
"Organic disorders","Exposed to Intellectual Disabilities",13.7548735319321
"Organic disorders","Exposed to Intellectual Disabilities",6.66922058982515
"Organic disorders","Exposed to Intellectual Disabilities",12.6733542647271
"Organic disorders","Exposed to Intellectual Disabilities",5.88907300071769
"Organic disorders","Exposed to Intellectual Disabilities",6.36871804176339
"Organic disorders","Exposed to Intellectual Disabilities",13.8273788317151
"Organic disorders","Exposed to Intellectual Disabilities",8.73509395778144
"Organic disorders","Exposed to Intellectual Disabilities",5.34621214569556
"Organic disorders","Exposed to Intellectual Disabilities",9.14874215098609
"Organic disorders","Exposed to Intellectual Disabilities",17.5052003562586
"Organic disorders","Exposed to Intellectual Disabilities",8.74520805939992
"Organic disorders","Exposed to Developmental disorders",106.510747973886
"Organic disorders","Exposed to Developmental disorders",25.0243637424264
"Organic disorders","Exposed to Developmental disorders",2.71314286036607
"Organic disorders","Exposed to Developmental disorders",12.4402564244935
"Organic disorders","Exposed to Developmental disorders",3.08114382562452
"Organic disorders","Exposed to Developmental disorders",14.0568440757061
"Organic disorders","Exposed to Developmental disorders",7.26824311478544
"Organic disorders","Exposed to Developmental disorders",25.6238587530384
"Organic disorders","Exposed to Developmental disorders",14.4212584615359
"Organic disorders","Exposed to Developmental disorders",3.27521069051625
"Organic disorders","Exposed to Developmental disorders",14.3900241622797
"Organic disorders","Exposed to Developmental disorders",6.61135813846901
"Organic disorders","Exposed to Developmental disorders",19.3997523398368
"Organic disorders","Exposed to Developmental disorders",5.72437687086851
"Organic disorders","Exposed to Developmental disorders",4.7733296441954
"Organic disorders","Exposed to Developmental disorders",19.542727063431
"Organic disorders","Exposed to Developmental disorders",96.6430119111503
"Organic disorders","Exposed to Developmental disorders",9.05554248920791
"Organic disorders","Exposed to Developmental disorders",2.00490364049472
"Organic disorders","Exposed to Developmental disorders",3.46527155353626
"Organic disorders","Exposed to Developmental disorders",14.7852357737737
"Organic disorders","Exposed to Developmental disorders",5.53933301994733
"Organic disorders","Exposed to Developmental disorders",20.2617525896954
"Organic disorders","Exposed to Developmental disorders",3.7384500485236
"Organic disorders","Exposed to Developmental disorders",14.7434276436109
"Organic disorders","Exposed to Developmental disorders",14.7910933656832
"Organic disorders","Exposed to Developmental disorders",7.08786239984554
"Organic disorders","Exposed to Developmental disorders",17.974032906179
"Organic disorders","Exposed to Developmental disorders",5.47297256850732
"Organic disorders","Exposed to Developmental disorders",4.31329623708082
"Organic disorders","Exposed to Developmental disorders",72.4707694092917
"Organic disorders","Exposed to Developmental disorders",10.8801224939551
"Organic disorders","Exposed to Developmental disorders",16.6881101702272
"Organic disorders","Exposed to Developmental disorders",4.75516930004645
"Organic disorders","Exposed to Developmental disorders",7.57736868344309
"Organic disorders","Exposed to Developmental disorders",1.90213083523743
"Organic disorders","Exposed to Developmental disorders",5.46931784364556
"Organic disorders","Exposed to Developmental disorders",15.5240510196064
"Organic disorders","Exposed to Developmental disorders",15.6020045063868
"Organic disorders","Exposed to Developmental disorders",8.17611337360606
"Organic disorders","Exposed to Developmental disorders",3.34234648252074
"Organic disorders","Exposed to Developmental disorders",4.83583300249214
"Organic disorders","Exposed to Developmental disorders",14.7330504499268
"Organic disorders","Exposed to Behavioral disorders",104.321335494584
"Organic disorders","Exposed to Behavioral disorders",25.0528952576544
"Organic disorders","Exposed to Behavioral disorders",6.72843987305059
"Organic disorders","Exposed to Behavioral disorders",25.9311954122079
"Organic disorders","Exposed to Behavioral disorders",13.5955971315556
"Organic disorders","Exposed to Behavioral disorders",3.85711039190471
"Organic disorders","Exposed to Behavioral disorders",3.55741194947167
"Organic disorders","Exposed to Behavioral disorders",12.9376802073615
"Organic disorders","Exposed to Behavioral disorders",10.2513438058405
"Organic disorders","Exposed to Behavioral disorders",2.97755948435279
"Organic disorders","Exposed to Behavioral disorders",3.49190279113613
"Organic disorders","Exposed to Behavioral disorders",9.7156491504993
"Organic disorders","Exposed to Behavioral disorders",4.88283600681057
"Organic disorders","Exposed to Behavioral disorders",6.91892146622083
"Organic disorders","Exposed to Behavioral disorders",10.3731133106062
"Organic disorders","Exposed to Behavioral disorders",4.94620689996261
"Organic disorders","Exposed to Behavioral disorders",5.18498163641399
"Organic disorders","Exposed to Behavioral disorders",86.819304585746
"Organic disorders","Exposed to Behavioral disorders",23.8656527057487
"Organic disorders","Exposed to Behavioral disorders",4.59386675633016
"Organic disorders","Exposed to Behavioral disorders",15.992110389989
"Organic disorders","Exposed to Behavioral disorders",13.9786826315301
"Organic disorders","Exposed to Behavioral disorders",4.26666247570355
"Organic disorders","Exposed to Behavioral disorders",2.91740026644622
"Organic disorders","Exposed to Behavioral disorders",9.90708343719558
"Organic disorders","Exposed to Behavioral disorders",9.74098556590581
"Organic disorders","Exposed to Behavioral disorders",2.97007052997805
"Organic disorders","Exposed to Behavioral disorders",3.37301026715943
"Organic disorders","Exposed to Behavioral disorders",9.87271508286397
"Organic disorders","Exposed to Behavioral disorders",5.61563684342297
"Organic disorders","Exposed to Behavioral disorders",3.69069283282137
"Organic disorders","Exposed to Behavioral disorders",4.18816168920243
"Organic disorders","Exposed to Behavioral disorders",4.04677270301131
"Organic disorders","Exposed to Behavioral disorders",8.26257597256766
"Organic disorders","Exposed to Behavioral disorders",68.312358870841
"Organic disorders","Exposed to Behavioral disorders",22.2286967382954
"Organic disorders","Exposed to Behavioral disorders",4.78773193841701
"Organic disorders","Exposed to Behavioral disorders",14.4320827919994
"Organic disorders","Exposed to Behavioral disorders",2.1263736987703
"Organic disorders","Exposed to Behavioral disorders",6.67302179457763
"Organic disorders","Exposed to Behavioral disorders",9.23797864169097
"Organic disorders","Exposed to Behavioral disorders",2.96911907181199
"Organic disorders","Exposed to Behavioral disorders",9.97221175107359
"Organic disorders","Exposed to Behavioral disorders",3.30699360426932
"Organic disorders","Exposed to Behavioral disorders",4.62514489905946
"Organic disorders","Exposed to Behavioral disorders",2.88601973929256
"Organic disorders","Exposed to Behavioral disorders",6.56298020935856
"Organic disorders","Exposed to Behavioral disorders",3.36502300625828
"Organic disorders","Exposed to Behavioral disorders",3.28760290856662
"Substance use","Exposed to Organic disorders",96.9953267977467
"Substance use","Exposed to Organic disorders",31.7392123785536
"Substance use","Exposed to Organic disorders",3.19960895251723
"Substance use","Exposed to Organic disorders",9.97723202849475
"Substance use","Exposed to Organic disorders",2.61245679668468
"Substance use","Exposed to Organic disorders",8.38323099125049
"Substance use","Exposed to Organic disorders",6.02198235520729
"Substance use","Exposed to Organic disorders",1.79481300315828
"Substance use","Exposed to Organic disorders",1.26866849328683
"Substance use","Exposed to Organic disorders",4.74678145519599
"Substance use","Exposed to Organic disorders",4.24449097112667
"Substance use","Exposed to Organic disorders",1.09846637230721
"Substance use","Exposed to Organic disorders",3.71966161337105
"Substance use","Exposed to Organic disorders",1.03706245080085
"Substance use","Exposed to Organic disorders",3.76362767704984
"Substance use","Exposed to Organic disorders",12.8277885728155
"Substance use","Exposed to Organic disorders",3.49140383387862
"Substance use","Exposed to Organic disorders",32.5042841289308
"Substance use","Exposed to Organic disorders",97.9483696955134
"Substance use","Exposed to Organic disorders",10.7843499015076
"Substance use","Exposed to Organic disorders",3.52612875785261
"Substance use","Exposed to Organic disorders",7.99506518920986
"Substance use","Exposed to Organic disorders",2.55632152280763
"Substance use","Exposed to Organic disorders",6.42748483010295
"Substance use","Exposed to Organic disorders",1.96153352885832
"Substance use","Exposed to Organic disorders",5.24249641521151
"Substance use","Exposed to Organic disorders",1.41676194882413
"Substance use","Exposed to Organic disorders",5.05991355924352
"Substance use","Exposed to Organic disorders",1.27955484487305
"Substance use","Exposed to Organic disorders",5.49987904401871
"Substance use","Exposed to Organic disorders",1.48248711432946
"Substance use","Exposed to Organic disorders",3.70188037494467
"Substance use","Exposed to Organic disorders",13.3272951617004
"Substance use","Exposed to Organic disorders",3.94935115159104
"Substance use","Exposed to Organic disorders",33.8048235200167
"Substance use","Exposed to Organic disorders",99.8729621626571
"Substance use","Exposed to Organic disorders",4.03578043751729
"Substance use","Exposed to Organic disorders",12.0103466605393
"Substance use","Exposed to Organic disorders",2.48135122353351
"Substance use","Exposed to Organic disorders",7.48450811789403
"Substance use","Exposed to Organic disorders",7.02573615164891
"Substance use","Exposed to Organic disorders",2.21530240469507
"Substance use","Exposed to Organic disorders",1.65253119496047
"Substance use","Exposed to Organic disorders",6.01669857848477
"Substance use","Exposed to Organic disorders",6.5130600529748
"Substance use","Exposed to Organic disorders",1.58302235069487
"Substance use","Exposed to Organic disorders",7.8165767268651
"Substance use","Exposed to Organic disorders",2.02136672669891
"Substance use","Exposed to Organic disorders",14.0976666799684
"Substance use","Exposed to Organic disorders",4.03127458440337
